minute,active_evs,routed_now,lava_wait_min,baseline_wait_min,grid_stress,baseline_grid_stress,actual_kw,forecast_kw,v2g_kw,v2g_supplied_kwh,v2g_credits_awarded,credit_ledger_transactions
208,26,0,0.0,0.0,0.7357319933599324,0.9157319933599324,660.0,660.0,144.0,1.2,2,0
209,26,0,0.0,0.0,0.7357319933599324,0.9157319933599324,660.0,660.0,144.0,1.2,2,0
210,26,0,0.0,0.0,0.7356745888632468,0.9156745888632467,660.0,660.0,144.0,1.4,2,0
211,26,0,0.0,0.0,0.7581745888632467,0.9156745888632467,605.0,640.75,126.0,1.2,2,0
212,25,0,0.0,0.0,0.7581745888632467,0.9156745888632467,660.0,624.25,126.0,1.4,2,0
213,25,0,0.0,0.0,0.7581745888632467,0.9156745888632467,715.0,679.25,126.0,1.4,2,0
214,25,0,0.0,0.0,0.7581745888632467,0.9156745888632467,715.0,715.0,126.0,1.4,2,0
215,25,0,0.0,0.0,0.7575622742319341,0.9150622742319341,715.0,715.0,126.0,1.4,2,0
216,25,2,0.0,1.4055555555555554,0.7800622742319341,0.9150622742319341,605.0,676.5,108.0,1.0,2,0
217,25,0,0.0,0.0,0.7800622742319341,0.9150622742319341,660.0,624.25,108.0,0.8,1,0
218,24,0,0.0,0.0,0.7800622742319341,0.9150622742319341,660.0,660.0,108.0,0.8,1,0
219,23,0,0.0,0.0,0.7575622742319341,0.9150622742319341,715.0,679.25,126.0,0.8,1,0
220,23,0,0.0,0.0,0.7345839034262209,0.9145839034262209,715.0,715.0,144.0,0.8,1,0
221,24,0,0.0,0.0,0.7345839034262209,0.9145839034262209,715.0,715.0,144.0,0.8,1,0
222,24,0,0.0,0.0,0.7570839034262209,0.9145839034262209,660.0,695.75,126.0,0.8,1,0
223,24,0,0.0,0.0,0.7345839034262209,0.9145839034262209,660.0,660.0,144.0,0.8,1,0
224,24,0,0.0,0.0,0.7570839034262209,0.9145839034262209,605.0,640.75,126.0,0.8,1,0
225,25,1,0.0,0.0,0.7570073640973067,0.9145073640973067,605.0,605.0,126.0,1.2,2,0
226,26,1,0.0,0.0,0.7570073640973067,0.9145073640973067,605.0,605.0,126.0,1.2,2,0
227,26,0,0.0,0.0,0.7570073640973067,0.9145073640973067,605.0,605.0,126.0,1.2,2,0
228,26,0,0.0,0.0,0.7570073640973067,0.9145073640973067,605.0,605.0,126.0,1.4,2,0
229,26,0,0.0,0.0,0.7570073640973067,0.9145073640973067,605.0,605.0,126.0,1.4,2,0
230,26,1,0.0,0.0,0.7797178472518205,0.9147178472518205,550.0,585.75,108.0,1.2,2,0
231,25,0,0.0,0.0,0.7797178472518205,0.9147178472518205,605.0,569.25,108.0,1.2,2,0
232,26,1,0.0,14.766666666666666,0.7347178472518205,0.9147178472518205,715.0,643.5,144.0,1.2,2,0
233,28,3,0.0,14.766666666666666,0.7347178472518205,0.9147178472518205,715.0,715.0,144.0,1.2,2,0
234,28,0,0.0,0.0,0.7347178472518205,0.9147178472518205,715.0,715.0,144.0,1.2,2,0
235,27,0,0.0,0.0,0.734736982084049,0.914736982084049,715.0,715.0,144.0,1.2,2,0
236,29,2,0.0,22.766666666666666,0.734736982084049,0.914736982084049,715.0,715.0,144.0,1.2,2,0
237,30,1,0.0,22.766666666666666,0.757236982084049,0.914736982084049,715.0,715.0,126.0,1.2,2,0
238,30,0,0.0,0.0,0.714736982084049,0.914736982084049,715.0,715.0,160.0,1.4,2,0
239,31,1,0.0,22.766666666666666,0.714736982084049,0.914736982084049,715.0,715.0,160.0,1.4,2,0
240,32,0,0.0,0.0,0.723059522995968,0.9230595229959679,715.0,715.0,160.0,1.4,2,0
241,32,0,0.0,0.0,0.723059522995968,0.9230595229959679,715.0,715.0,160.0,1.2,2,0
242,33,1,0.0,14.766666666666666,0.723059522995968,0.9230595229959679,715.0,715.0,160.0,1.4,2,0
243,33,0,0.0,0.0,0.723059522995968,0.9230595229959679,715.0,715.0,160.0,1.5999999999999999,3,0
244,33,0,0.0,0.0,0.723059522995968,0.9230595229959679,715.0,715.0,160.0,1.7999999999999998,3,0
245,34,1,0.0,1.4055555555555554,0.7443989612519648,0.9243989612519647,660.0,695.75,144.0,1.5999999999999999,3,0
246,34,0,0.0,0.0,0.7443989612519648,0.9243989612519647,660.0,660.0,144.0,1.5999999999999999,3,0
247,35,1,0.0,1.4055555555555554,0.7443989612519648,0.9243989612519647,660.0,660.0,144.0,1.5999999999999999,3,0
